Sample_Id	participant_repeated_measure_Id	Participant_Id	Host body habitat [UBERON_0000466]	Host body product [UBERON_0000463]	Host body site [UBERON_0000061]	Region of 16S rRNA sequenced [SO_0001000]	Sample collection device or method [OBI_0003070]	Sample type [OBI_0100051]
SRR7041312	ID2_11 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041313	ID2_12 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041314	ID2_19 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041315	ID2_20 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041316	ID2_142 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041317	ID2_141 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041318	ID2_144 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041319	ID2_143 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041320	ID2_146 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041321	ID2_145 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041322	ID2_148 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041323	ID2_147 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041324	ID2_150 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041325	ID2_149 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041326	ID2_90 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041327	ID2_89 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041328	ID2_86 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041329	ID2_85 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041330	ID2_88 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041331	ID2_87 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041332	ID2_82 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041333	ID2_81 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041334	ID2_84 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041335	ID2_83 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041336	ID2_221 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041337	ID2_222 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041338	ID2_223 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041339	ID2_64 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041340	ID2_63 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041341	ID2_62 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041342	ID2_61 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041343	ID2_68 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041344	ID2_67 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041345	ID2_66 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041346	ID2_65 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041347	ID2_70 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041348	ID2_69 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041349	ID2_79 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041350	ID2_135 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041351	ID2_136 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041352	ID2_137 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041353	ID2_138 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041354	ID2_131 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041355	ID2_132 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041356	ID2_133 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041357	ID2_134 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041358	ID2_97 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041359	ID2_98 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041360	ID2_95 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041361	ID2_96 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041362	ID2_139 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041363	ID2_140 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041364	ID2_91 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041365	ID2_92 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041366	ID2_209 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041367	ID2_59 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041368	ID2_4 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041369	ID2_93 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041370	ID2_94 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041371	ID2_7 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041372	ID2_8 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041373	ID2_124 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041374	ID2_123 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041375	ID2_122 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041376	ID2_121 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041377	ID2_128 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041378	ID2_127 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041379	ID2_126 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041380	ID2_125 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041381	ID2_130 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041382	ID2_129 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041383	ID2_3 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041384	ID2_207 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041385	ID2_208 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041386	ID2_205 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041387	ID2_206 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041388	ID2_203 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041389	ID2_204 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041390	ID2_201 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041391	ID2_202 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041392	ID2_1 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041393	ID2_2 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041394	ID2_210 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041395	ID2_119 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041396	ID2_120 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041397	ID2_117 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041398	ID2_118 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041399	ID2_115 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041400	ID2_116 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041401	ID2_113 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041402	ID2_114 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041403	ID2_111 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041404	ID2_112 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041405	ID2_99 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041406	ID2_5 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041407	ID2_197 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041408	ID2_198 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041409	ID2_195 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041410	ID2_196 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041411	ID2_193 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041412	ID2_194 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041413	ID2_191 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041414	ID2_192 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041415	ID2_75 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041416	ID2_76 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041417	ID2_77 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041418	ID2_78 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041419	ID2_220 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041420	ID2_219 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041421	ID2_199 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041422	ID2_200 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041423	ID2_6 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041424	ID2_110 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041425	ID2_109 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041426	ID2_9 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041427	ID2_10 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041428	ID2_106 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041429	ID2_105 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041430	ID2_108 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041431	ID2_107 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041432	ID2_102 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041433	ID2_101 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041434	ID2_104 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041435	ID2_103 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041436	ID2_50 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041437	ID2_49 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041438	ID2_186 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041439	ID2_185 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041440	ID2_188 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041441	ID2_187 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041442	ID2_182 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041443	ID2_181 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041444	ID2_184 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041445	ID2_183 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041446	ID2_42 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041447	ID2_41 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041448	ID2_44 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041449	ID2_43 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041450	ID2_190 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041451	ID2_189 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041452	ID2_48 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041453	ID2_47 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041454	ID2_30 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041455	ID2_29 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041456	ID2_28 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041457	ID2_27 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041458	ID2_26 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041459	ID2_25 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041460	ID2_24 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041461	ID2_23 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041462	ID2_22 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041463	ID2_21 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041464	ID2_179 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041465	ID2_180 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041466	ID2_171 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041467	ID2_172 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041468	ID2_173 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041469	ID2_174 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041470	ID2_175 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041471	ID2_176 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041472	ID2_177 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041473	ID2_178 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041474	ID2_46 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041475	ID2_45 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041476	ID2_60 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041477	ID2_53 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041478	ID2_54 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041479	ID2_51 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041480	ID2_52 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041481	ID2_57 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041482	ID2_58 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041483	ID2_55 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041484	ID2_56 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041485	ID2_39 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041486	ID2_40 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041487	ID2_31 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041488	ID2_32 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041489	ID2_33 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041490	ID2_34 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041491	ID2_35 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041492	ID2_36 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041493	ID2_37 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041494	ID2_38 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041495	ID2_168 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041496	ID2_167 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041497	ID2_166 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041498	ID2_165 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041499	ID2_164 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041500	ID2_163 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041501	ID2_162 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041502	ID2_161 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041503	ID2_170 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041504	ID2_169 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041505	ID2_216 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041506	ID2_215 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041507	ID2_218 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041508	ID2_80 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041509	ID2_217 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041510	ID2_212 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041511	ID2_211 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041512	ID2_214 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041513	ID2_213 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041514	ID2_153 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041515	ID2_154 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041516	ID2_151 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041517	ID2_152 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041518	ID2_157 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041519	ID2_158 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041520	ID2_155 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041521	ID2_156 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041522	ID2_100 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041523	ID2_159 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041524	ID2_160 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041525	ID2_71 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041526	ID2_72 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041527	ID2_73 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7041528	ID2_74 (Source)	ID2 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7044276	ID3_29 (Source)	ID3 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7044277	ID3_46 (Source)	ID3 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7044278	ID3_85 (Source)	ID3 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7044279	ID3_56 (Source)	ID3 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7044280	ID3_7 (Source)	ID3 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7044281	ID3_180 (Source)	ID3 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7044282	ID3_179 (Source)	ID3 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7044283	ID3_174 (Source)	ID3 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7044284	ID3_173 (Source)	ID3 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7044285	ID3_172 (Source)	ID3 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7044286	ID3_171 (Source)	ID3 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7044287	ID3_178 (Source)	ID3 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7044288	ID3_177 (Source)	ID3 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7044289	ID3_176 (Source)	ID3 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7044290	ID3_175 (Source)	ID3 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7044291	ID3_8 (Source)	ID3 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7044292	ID3_228 (Source)	ID3 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7044293	ID3_86 (Source)	ID3 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7044294	ID3_6 (Source)	ID3 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7044295	ID3_227 (Source)	ID3 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7044296	ID3_202 (Source)	ID3 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7044297	ID3_201 (Source)	ID3 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7044298	ID3_204 (Source)	ID3 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7044299	ID3_203 (Source)	ID3 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7044300	ID3_206 (Source)	ID3 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7044301	ID3_205 (Source)	ID3 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7044302	ID3_208 (Source)	ID3 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7044303	ID3_207 (Source)	ID3 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7044304	ID3_210 (Source)	ID3 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7044305	ID3_209 (Source)	ID3 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7044306	ID3_87 (Source)	ID3 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7044307	ID3_88 (Source)	ID3 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
